file	chr	start	end
./data/Chr18.45000001.50000000.snp.RData	chr18	45000001	50000000
./data/Chr18.50000001.55000000.snp.RData	chr18	50000001	55000000
./data/Chr18.55000001.60000000.snp.RData	chr18	55000001	60000000
./data/Chr18.60000001.60669500.snp.RData	chr18	60000001	60669500
./data/Chr19.1.5000000.snp.RData	chr19	1	5000000
./data/Chr19.5000001.10000000.snp.RData	chr19	5000001	10000000
./data/Chr19.10000001.15000000.snp.RData	chr19	10000001	15000000
./data/Chr19.15000001.20000000.snp.RData	chr19	15000001	20000000
./data/Chr19.20000001.25000000.snp.RData	chr19	20000001	25000000
./data/Chr19.25000001.30000000.snp.RData	chr19	25000001	30000000
./data/Chr19.30000001.35000000.snp.RData	chr19	30000001	35000000
./data/Chr19.35000001.40000000.snp.RData	chr19	35000001	40000000
./data/Chr19.40000001.45000000.snp.RData	chr19	40000001	45000000
./data/Chr19.45000001.50000000.snp.RData	chr19	45000001	50000000
./data/Chr19.50000001.52317195.snp.RData	chr19	50000001	52317195
./data/Chr20.1.5000000.snp.RData	chr20	1	5000000
./data/Chr20.5000001.10000000.snp.RData	chr20	5000001	10000000
./data/Chr20.10000001.15000000.snp.RData	chr20	10000001	15000000
./data/Chr20.15000001.20000000.snp.RData	chr20	15000001	20000000
./data/Chr20.20000001.25000000.snp.RData	chr20	20000001	25000000
./data/Chr20.25000001.30000000.snp.RData	chr20	25000001	30000000
./data/Chr20.30000001.35000000.snp.RData	chr20	30000001	35000000
./data/Chr20.35000001.40000000.snp.RData	chr20	35000001	40000000
./data/Chr20.40000001.45000000.snp.RData	chr20	40000001	45000000
./data/Chr20.45000001.50000000.snp.RData	chr20	45000001	50000000
./data/Chr20.50000001.52284028.snp.RData	chr20	50000001	52284028
